Station	Unnamed: 0	Sample No	Volatile Suspended Solids (mg/L)	Unionised Ammonia (mg/L)	Turbidity (NTU)	Total Phosphorus (mg/L)	Total Nitrogen (mg/L)	Total Kjeldahl Nitrogen (mg/L)	Total Inorganic Nitrogen (mg/L)	Temperature (°C)	Suspended Solids (mg/L)	Silica (mg/L)	Secchi Disc Depth (M)	Salinity (psu)	Phaeo-pigments (μg/L)	pH	Orthophosphate Phosphorus (mg/L)	Nitrite Nitrogen (mg/L)	Nitrate Nitrogen (mg/L)	Faecal Coliforms (cfu/100mL)	E. coli (cfu/100mL)	Dissolved Oxygen (mg/L)	Dissolved Oxygen (%saturation)	Chlorophyll-a (μg/L)	Ammonia Nitrogen (mg/L)	5-day Biochemical Oxygen Demand (mg/L)	Year	Month	x	y	DIN(mg/L)	DIN(uM)	Nitrite Nitrogen (uM)	Nitrate Nitrogen (uM)	Ammonia Nitrogen (uM)
JM3	1089.0	1.0	1.2142028985507245	0.0020260869565217393	3.2884057971014493	0.03495412844036697	0.46681957186544343	0.3630581039755352	0.1589855072463768	23.386666666666667	4.4968115942028986	0.6861739130434782	3.0286956521739135	32.125217391304346	1.3165217391304347	7.901739130434782	0.012295652173913043	0.01898550724637681	0.08532173913043478	228.2840579710145	92.09855072463768	6.252173913043478	87.75652173913043	4.154492753623188	0.05404347826086956	0.8715942028985507	2016.3391304347826	6.547826086956522	114.26095	22.2915	0.15835072463768116	11.310766045548656	1.3561076604554863	6.094409937888199	3.860248447204969
JM4	2372.5	1.0	1.2	0.001913888888888889	3.5872222222222225	0.035116959064327484	0.473187134502924	0.3732456140350877	0.15147222222222223	23.10388888888889	4.819722222222222	0.7190277777777778	3.08	32.33694444444444	1.0805555555555555	7.913055555555555	0.01253888888888889	0.019100000000000002	0.08150833333333334	287.1777777777778	112.275	6.122222222222222	85.41666666666667	3.3472222222222223	0.05028888888888889	0.7402777777777778	2016.5	6.5	114.2563	22.2812166666666	0.15089722222222224	10.778373015873017	1.3642857142857143	5.82202380952381	3.592063492063492
MM1	772.0	1.0	1.4852173913043478	0.0019420289855072465	4.726666666666667	0.03428134556574924	0.4149847094801223	0.3631804281345566	0.0954782608695652	24.401159420289854	5.068115942028985	0.7030434782608695	2.4608695652173913	31.530434782608694	1.5953623188405797	7.996231884057971	0.006878260869565218	0.010052173913043479	0.04080579710144927	307.35072463768114	139.15072463768115	6.565217391304348	93.62608695652175	5.0376811594202895	0.04399130434782608	1.1498550724637682	2016.3391304347826	6.547826086956522	114.23785	22.5497333333333	0.09484927536231882	6.77494824016563	0.7180124223602485	2.914699792960662	3.14223602484472
MM13	1745.5	1.0	1.1055555555555556	0.0011403508771929826	3.953216374269006	0.03194444444444444	0.355462962962963	0.2940432098765432	0.08078947368421052	23.302923976608188	4.848245614035087	0.578654970760234	3.969298245614035	32.8187134502924	0.6538011695906433	7.9564327485380115	0.00854093567251462	0.010488304093567252	0.050923976608187135	4.12280701754386	1.3362573099415205	6.312865497076023	88.91520467836257	1.8114035087719298	0.01862280701754386	0.47163742690058486	2016.3070175438597	6.543859649122807	114.448666666666	22.2166666666666	0.08003508771929825	5.716791979949875	0.7491645781119465	3.6374269005847952	1.3302005012531328
MM14	2600.5	1.0	1.1228070175438596	0.001108187134502924	3.8128654970760234	0.03320987654320988	0.3496604938271605	0.292962962962963	0.07535087719298246	23.14298245614035	4.758187134502924	0.6112865497076023	3.867543859649123	32.84853801169591	0.6850877192982456	7.945906432748538	0.008567251461988305	0.010125730994152047	0.04508479532163743	3.7017543859649122	1.213450292397661	6.329824561403509	88.81871345029239	1.9956140350877194	0.01971637426900585	0.5263157894736842	2016.3070175438597	6.543859649122807	114.448666666666	22.2926666666666	0.07492690058479533	5.351921470342524	0.7232664995822891	3.2203425229741023	1.4083124477861322
MM15	3467.5	1.0	1.031111111111111	0.001086111111111111	3.1519444444444447	0.03201754385964912	0.33283625730994154	0.2816374269005848	0.07024999999999999	23.068888888888885	4.203888888888889	0.6235833333333334	4.2425	32.79805555555556	0.5777777777777777	7.930833333333333	0.008294444444444445	0.009002777777777778	0.040558333333333335	2.908333333333333	1.3777777777777778	6.3005555555555555	88.16388888888889	1.5336111111111113	0.02021388888888889	0.5094444444444445	2016.5	6.5	114.448666666666	22.3686666666666	0.069775	4.983928571428572	0.6430555555555556	2.8970238095238097	1.4438492063492063
MM16	4358.5	1.0	1.0339080459770116	0.0011206896551724137	3.2522988505747126	0.03127272727272727	0.3391212121212121	0.29490909090909095	0.06445402298850575	23.18994252873563	4.108620689655172	0.6389080459770115	4.186206896551724	32.627873563218394	0.6370689655172415	7.9126436781609195	0.007913793103448277	0.008347701149425287	0.034212643678160924	3.25	1.7557471264367817	6.339080459770115	88.7816091954023	1.6560344827586206	0.021591954022988507	0.5887931034482758	2016.3793103448277	6.543103448275862	114.448666666666	22.4445	0.06415229885057472	4.582307060755338	0.5962643678160919	2.4437602627257804	1.5422824302134648
MM17	5776.0	1.0	1.0597101449275363	0.0013884057971014494	2.0118840579710144	0.030856269113149846	0.3512232415902141	0.32155963302752294	0.060144927536231886	23.498260869565215	3.556231884057971	0.629304347826087	3.8208695652173916	32.27855072463768	0.8350724637681161	7.954202898550724	0.006959420289855072	0.0075710144927536235	0.02141449275362319	6.478260869565218	1.4985507246376812	6.188985507246376	86.91594202898551	2.389855072463768	0.030643478260869564	0.7771014492753624	2016.3391304347826	6.547826086956522	114.349333333333	22.5032	0.05962898550724638	4.259213250517599	0.5407867494824017	1.5296066252587992	2.1888198757763973
MM19	6512.5	1.0	1.0549707602339182	0.0011461988304093567	4.219590643274853	0.03277777777777778	0.339537037037037	0.2795061728395062	0.08128654970760234	23.03011695906433	4.266666666666667	0.6682456140350876	3.671929824561403	32.833040935672514	0.695906432748538	7.945614035087719	0.008997076023391812	0.011283625730994153	0.04793859649122807	2.538011695906433	1.4941520467836258	6.196783625730995	86.67543859649123	1.8766081871345028	0.02148830409356725	0.5637426900584795	2016.3070175438597	6.543859649122807	114.323516666666	22.26535	0.08071052631578948	5.765037593984963	0.8059732664995823	3.4241854636591484	1.5348788638262323
MM2	7462.0	1.0	1.3492753623188405	0.0016492753623188407	3.1515942028985506	0.0309480122324159	0.37666666666666665	0.34275229357798165	0.07028985507246377	24.080000000000002	4.651304347826087	0.6507246376811594	3.0539130434782606	31.89942028985507	1.1231884057971016	7.994492753623188	0.006573913043478262	0.009339130434782609	0.023771014492753626	16.67536231884058	6.179710144927537	6.354782608695652	90.07826086956521	3.373333333333333	0.036721739130434784	0.9414492753623189	2016.3391304347826	6.547826086956522	114.277466666666	22.5437666666666	0.06983188405797103	4.9879917184265015	0.6670807453416149	1.697929606625259	2.6229813664596273
